business,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
qtZ50TWkfNS2UtLLuD1m8Q,Freddy's Frozen Custard & Steakburgers,4675 W Charleston Blvd,Las Vegas,NV,36.1586242,-115.2047571,4.5,113,Hot Dogs;Burgers;Fast Food;Ice Cream & Frozen Yogurt;,Fast Food;Restaurants;,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0
F2ZWxWi_Ci8nyRiXA0WS4Q,Food 4 Less,4001 S Decatur,Las Vegas,NV,36.1180405,-115.2093703,3,21,Food;,,,None,None,None,None,None,None,None
K80Rbckjt9QdBghUhAc0eA,Bad Ass Coffee of Hawaii Truck,,Las Vegas,NV,36.1148054,-115.2778317,4.5,6,Food Trucks;Coffee & Tea;,Juice Bars & Smoothies;Coffee & Tea;,,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
2oCM63whZH_IW6kzxciysg,Taqueria El Pastorcito 2,4820 W Charleston Blvd,Las Vegas,NV,36.15941849,-115.2073426,3.5,3,Food Trucks;,Restaurants;,Mexican;,None,None,None,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0
V1EdIokE0YYN__dNYfXRdA,Pokeman,"3735 Spring Mountain Rd, Ste 206",Las Vegas,NV,36.12613,-115.1891408,4,171,Food;Sushi Bars;,Restaurants;,Hawaiian;Japanese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
LV-oONzEA22qiBEFK1sckA,American Fish,"Aria Resort and Casino, 3746 Las Vegas Blvd S",Las Vegas,NV,36.10678861,-115.1732075,3.5,288,Seafood;,Restaurants;,,17:0-22:30,17:0-22:30,None,17:0-22:30,17:0-22:30,17:0-22:30,17:0-22:30
vuqHcBCbxH36hCFsZ1W-0Q,Mulligan's Pub,6471 Boulder Hwy,Las Vegas,NV,36.08413015,-115.0312607,3.5,47,,Bars;Restaurants;,Irish;,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
R6Rq3DuLi3olnbH-QyuoMw,Susan G Komen Race For the Cure,"4850 W Flamingo Rd, Ste 25",Las Vegas,NV,36.175,-115.1499856,4.5,8,,Local Flavor;,,None,None,None,None,None,None,None
0DQ31asd4IeOTI7dkZ3OXQ,Sea Harbour Seafood Restaurant,6600 W Charleston Blvd Ste 118,Las Vegas,NV,36.1598136,-115.2407393,3,3,,,Chinese;,None,None,None,None,None,None,None
mDtlBsfTUPDuASvUcKWSbw,L&L Hawaiian Barbecue,6118 W Flamingo Rd,Las Vegas,NV,36.1159009,-115.2263204,4,65,Barbeque;,Barbeque;,Hawaiian;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
16Fplxu-OwVmTEFxQAUP4g,TENDER Steak & Seafood,3900 Las Vegas Blvd S,Las Vegas,NV,36.09535564,-115.1766143,3.5,421,,Restaurants;Steakhouses;Bars;,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
vaVCzZu6GAMIf92K_Msmlw,Sweet Surrender,"The Palazzo, 3325 Las Vegas Blvd S",Las Vegas,NV,36.1242284,-115.1684696,3,25,Specialty Food;,,,None,None,None,None,None,None,None
kaVWvc71cXH9MKuQmDtVUA,Pho Thai Binh,4631 W Spring Mountain Rd,Las Vegas,NV,36.1263001,-115.2037174,3,12,,,Vietnamese;,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
dP1_wP59hvVDWNzFFS_6YQ,Subway,3999 Las Vegas Blvd S,Las Vegas,NV,36.09038981,-115.1723104,2,15,Sandwiches;,Restaurants;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
T5nTtSCSRoEYMsZPhF61wg,Waffles Cafe,"6446 N Durango Dr, Ste 150",Las Vegas,NV,36.27798369,-115.2869478,4,270,Coffee & Tea;,Breakfast & Brunch;Coffee & Tea;Restaurants;,,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
gKFDJ9IpFxt95DHxTN7ZHw,Gyro Time Restaurant,7660 W Cheyenne Ave,Las Vegas,NV,36.2191781,-115.2624712,3.5,75,,Restaurants;,Mediterranean;,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,None
RpZMz6m-BvUjWOjgN_5_Tw,Wayfarer Bar,107 Las Vegas Blvd S,Las Vegas,NV,36.168984,-115.1407265,4.5,25,,Lounges;Bars;Cocktail Bars;,,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,None
hJgdrSbwhkp3-GbAyS79Gg,Pit Boss BBQ,1600 N Martin Luther King Blvd,Las Vegas,NV,36.1887789,-115.160131,4,11,Barbeque;,Barbeque;,American (Traditional);,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-21:0
cWnla16N9MrlsCMc3uCjtA,Southern Wine & Spirits of Nevada,8400 S Jones Blvd,Las Vegas,NV,36.0371585,-115.2245515,4.5,8,Food;Beer;,,,8:0-18:30,8:0-18:30,8:0-18:30,8:0-18:30,8:0-18:30,9:0-17:0,None
CyOzPbebpXrvWPCMVWrb0Q,GNC,3200 Las Vegas Blvd S,Las Vegas,NV,36.1272241,-115.1715512,4,3,Food;Specialty Food;,,,None,None,None,None,None,None,None
GjbF1ZEbIpC2KqUbZ7KQWQ,Dynamite Grill,"10450 S Decatur Blvd, Ste 105",Las Vegas,NV,35.9999263,-115.2074951,3,93,,Restaurants;,American (Traditional);,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0
vAuzGR-ufeLu3Y_U5UlO_w,Stick E Rice,2544 E Desert Inn Rd,Las Vegas,NV,36.1308785,-115.1150025,4,53,,,Thai;,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
A1ZRCrjOMOwQGj2hCYWDEQ,KFC,10267 W Charleston Blvd.,Las Vegas,NV,36.1588,-115.316,1.5,38,Chicken Wings;,Restaurants;,,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30
beuVp5CZxCdNvQIIPBS2rw,Chubby Cattle,"3400 S Jones Blvd, Ste 15",Las Vegas,NV,36.1273078,-115.2243612,4.5,516,Do-It-Yourself Food;Barbeque;Hot Pot;,Barbeque;Restaurants;,Chinese;Mongolian;,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0
krPKgiC0EolDhSHz3kLp6g,International Marketplace,5000 S Decatur Blvd,Las Vegas,NV,36.0995353,-115.2069423,4,255,Specialty Food;Ethnic Food;Food;,Ethnic Food;,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,None
oL_fYqSHG63vR0TBMyoo_A,Green Leaf's & Bananas,"875 S Grand Central Pkwy, Ste 1490",Las Vegas,NV,36.163691,-115.157758,2,23,Soup;Ice Cream & Frozen Yogurt;Food;Salad;,Restaurants;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,12:0-18:0
_8VkSb_Mryb6bHQxSWB7Pg,Swish Shabu Shabu,"5115 W Spring Mountain Rd, Ste 121",Las Vegas,NV,36.1261008,-115.211285,3.5,386,Hot Pot;Sushi Bars;,Restaurants;,Japanese;,0:0-0:30,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0
1iZJlc1b6FfRsWa3FHm4lw,The Juice Standard,3708 Las Vegas Blvd S,Las Vegas,NV,36.1099345,-115.1754157,4,126,,Juice Bars & Smoothies;,,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
39BNnMLzx0UUwkWKxGeQKA,La Cosina Mexican Restaurant,"7320 Las Vegas Blvd S, Ste 110",Las Vegas,NV,36.0564689,-115.1722497,4,27,,,Mexican;,None,None,None,None,None,None,None
UEuvtQTKNS0w53oJTrwS2Q,Sin City Sandwich,375 Lewis Ave,Las Vegas,NV,36.1665965,-115.1442241,4.5,48,Sandwiches;Food;Coffee & Tea;,Coffee & Tea;Restaurants;,,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,None,None
wjf1uZNr6E4LQ0nUNHX5AA,Rivas Mexican Grill #2,"3025 E Desert Inn Rd, Ste1",Las Vegas,NV,36.128693,-115.1091,3.5,66,,Restaurants;,,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
kUntNQ5P9IrRzEoHdRxV-w,Mark Rich's New York Pizza & Pasta,7930 W Tropical Pkwy,Las Vegas,NV,36.2710367,-115.267937,3,98,,Restaurants;,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
6WWXpMwIB7gTc4yZrkM-fQ,Hot Dog On A Stick,3850 Las Vegas Blvd S,Las Vegas,NV,36.09883118,-115.175766,3.5,17,Fast Food;Food;Hot Dogs;,Fast Food;,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
Ekxhn3gyMfoXslnVxhZn3w,Taco Bell,6200 West Lake Mead,Las Vegas,NV,36.195937,-115.227792,3,9,Fast Food;,Fast Food;Restaurants;,Tex-Mex;,None,None,None,None,None,None,None
jxbEwtV8Et1lm8ubk4AGuw,Mimosas Gourmet,"3455 S Durango Dr, Ste 114",Las Vegas,NV,36.1271903,-115.2800102,4.5,205,,Restaurants;,,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-16:0,6:0-16:0
3weo8OctYcKoS_AV9OrOgw,Juice NV,"9500 S Eastern Ave, Ste 110",Las Vegas,NV,36.01634162,-115.1171675,3.5,53,Food;,Juice Bars & Smoothies;Restaurants;,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-17:0
A0FOGS7SXbXfpY2gE-wOow,Carousel Bar,"2880 S Las Vegas Blvd, Circus Circus",Las Vegas,NV,36.124423,-115.146372,3,12,,Lounges;,,None,None,None,None,None,None,None
BYX_65ag1N9E0Qp-KcgGrQ,Smart & Final,8485 W Sahara Ave,Las Vegas,NV,36.1425556,-115.2762066,3.5,20,Food;,,,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
Xqur5VuobC9WW3crdxZPBw,Amlee Chinese Cuisine,3827 E Sunset Rd,Las Vegas,NV,36.0707165,-115.0911257,3.5,98,Soup;,Restaurants;,Chinese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
gtVPsVK83JkeyrN1C1ozeQ,Pizza Lotto,600 E Fremont St,Las Vegas,NV,36.16891343,-115.1384863,4,72,Pizza;Chicken Wings;,,Italian;,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,11:0-22:0
Km7BcCSXb78oymx-Ek2P9w,Husongs Cantina,3930 Las Vegas Blvd,Las Vegas,NV,36.086668,-115.172986,5,4,,,Mexican;,None,None,None,None,None,None,None
lXOdSzpRY1B94wT3K7Tlmw,ARCO ampm,6390 N Durango Dr,Las Vegas,NV,36.27691004,-115.2871501,3.5,3,Food;,,,None,None,None,None,None,None,None
AnXovUgUHJap3QaDRnjL1w,Blueberry Hill Family Restaurant,3790 E Flamingo Rd,Las Vegas,NV,36.1161975,-115.092388,4,331,,Breakfast & Brunch;Diners;,American (New);,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
7hpcxyY0azlVtwAlg9N-wA,retroscena,508 Fremont St,Las Vegas,NV,36.1692398,-115.1400789,5,3,,Cocktail Bars;,,None,None,None,None,None,None,None
ONyGuThhgcSB_lMzDhcBDA,Las Palmas Liquors,714 N Nellis Blvd,Las Vegas,NV,36.172955,-115.061487,3.5,3,Food;Beer;,,,None,None,None,None,None,None,None
VYOtofDcgJIV5-vPUd4sZA,Cicis,"309 N Nellis Blvd, Ste 120",Las Vegas,NV,36.16691273,-115.063594,3,42,,Restaurants;,American (Traditional);,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
B19KKE75ZxqoR3EDuvA1qw,China Star,4595 W Charleston Blvd,Las Vegas,NV,36.1586341,-115.2030893,3,69,,Restaurants;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
nM9NwHXy3EadihjJTG2i5w,Pancho's Vegan Tacos,"4865 S Pecos Rd, Ste 5",Las Vegas,NV,36.10077747,-115.1018145,4.5,193,,Restaurants;,Mexican;,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-21:0,10:0-21:0,10:0-18:0
p5rpYtxS5xPQjt3MXYVEwA,Greens and Proteins,8975 S Eastern Ave,Las Vegas,NV,36.0262317,-115.1192573,4,635,Sandwiches;Food;Pizza;Burgers;,Juice Bars & Smoothies;Cafes;Vegetarian;Breakfast & Brunch;,American (New);American (Traditional);,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
SknYYIK1rBNgYqNl4tYUPA,Marias Taco Shop,"7380 S Eastern Ave, Ste 118",Las Vegas,NV,36.055748,-115.1170812,3.5,31,,Restaurants;,,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:30-20:0,7:30-20:0,8:0-16:0
taXS6xRIjHYAV2ou1HT0Jg,Lion's Den,Sammy Davis Jr Dr,Las Vegas,NV,36.13793436,-115.1693066,5,24,,Bars;,,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-0:0,0:0-0:0,0:0-0:0
Z1HnNAGBt0y9uZX1a1_9sQ,Subway,"7500 W Lake Mead Blvd, Ste 8",Las Vegas,NV,36.1973681,-115.2578289,3,14,Food;Fast Food;Sandwiches;,Fast Food;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
5qK5rJxwo0cjP3vTf3lkSA,Little Caesars Pizza,6621 W Cheyenne Ave,Las Vegas,NV,36.2178018,-115.2406243,1.5,24,,Restaurants;,,None,None,None,None,None,None,None
j2w6wlRmlaZaaErQus8ElQ,Pita House,"1310 E Silverado Ranch Blvd, Ste 101",Las Vegas,NV,36.01408718,-115.1351311,4.5,243,,Restaurants;,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
9hNuOUywLPHdSbAXtQ9DhQ,Slices Pizzeria,4111 Boulder Hwy,Las Vegas,NV,36.1337103,-115.0850568,3,10,,Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0
tfg08x88Mr4nEr8_bVal7w,Restaurante Guadalajara,1725 N Nellis Blvd,Las Vegas,NV,36.19084407,-115.0624062,4.5,7,Seafood;,Vegetarian;,Mexican;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
mjhwLcuoenVW8oFhcNmlHA,Claim Jumper,1100 S Fort Apache Rd,Las Vegas,NV,36.15862089,-115.2909366,3,306,,,American (New);,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30
h-9Kk7uTIud4_wM4RaxwrA,Edible Arrangements,8520 W Desert Inn Rd,Las Vegas,NV,36.1298885,-115.2769955,2.5,16,Food;Specialty Food;,,,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,9:0-17:0,10:0-15:0
1BtNZszIr8LvtPOhN0X4Mw,Gold Mine Bar & Grill,3950 Koval Ln,Las Vegas,NV,36.11792342,-115.1607698,2.5,26,,Bars;,American (Traditional);,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,7:0-22:0
HiqYus6muaBFlZtHhES7XQ,Del Taco,4800 W Cactus Ave,Las Vegas,NV,35.99874124,-115.2055067,2,24,,Restaurants;,Mexican;,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
7Xw_vv-ekUL2sTqipnKT0g,Buffalo Wild Wings,"7430 Las Vegas Blvd South, Suite 120",Las Vegas,NV,36.054301,-115.171477,2.5,398,Chicken Wings;,Restaurants;Bars;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ZhLSAiRj9kANxf8m2SBfRA,Lucki Thai,467 E Silverado Ranch Blvd,Las Vegas,NV,36.01198464,-115.1535986,4.5,560,,Local Flavor;,Thai;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
NQXuoB9JTPUItHvouMgWjQ,Violette's Vegan Organic Cafe & Juice Bar,"8560 W Desert Inn Rd, Ste D5",Las Vegas,NV,36.1300289,-115.2777727,4,538,,Juice Bars & Smoothies;Vegetarian;Restaurants;,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,9:0-22:0,9:0-22:0
juMGlVODD52yam7hCE5P7Q,Starbucks,8410 Farm Rd,Las Vegas,NV,36.3003739,-115.279397,3.5,6,Food;,,,18:0-19:0,18:0-19:0,18:0-19:0,18:0-19:0,18:0-19:0,18:0-19:0,18:0-19:0
OMUe6NNOFEe0VdAouIqAuA,Sofia's Cafe,"3380 Arville St, Ste C",Las Vegas,NV,36.1286741,-115.1988504,3.5,39,Soup;Pizza;,Restaurants;,Mediterranean;,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
RslaL6v-H9e3o2R-WrJKpA,Nour Deli And Bakery,8876 S Eastern Ave,Las Vegas,NV,36.0291019,-115.1149607,4,5,Bakeries;Food;,Bakeries;,Mediterranean;,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0
mvMih24zuSw_dZyU_LEY7g,Pizza Hut,"5105 E. Sahara Ave., #128",Las Vegas,NV,36.1442831,-115.0625725,2.5,20,Pizza;,Restaurants;,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
k-oXgIdQlBe9rn8rWfRUdw,Famous Philly Steak & Gyro,"240 North Jones Blvd, Ste E",Las Vegas,NV,36.17580488,-115.2223258,4.5,31,,Restaurants;,Mediterranean;,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-21:0
S1N5-ZXwR4fUIPs6dLnBYQ,Hue Thai,"5115 Spring Mountain Rd, Ste 223",Las Vegas,NV,36.125587,-115.211199,3.5,318,,Restaurants;,Vietnamese;Chinese;,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
HV2vPReKp0n0E6zgjsu4Mg,Garnachas Mexican Street Food,"3111 S Valley View Blvd, Ste K107",Las Vegas,NV,36.1335903,-115.1907335,4.5,51,Beer;Food;,,Mexican;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Zrx25j1M794Nh8fUGB8E9A,TGI Fridays,4500 W Tropicana Ave,Las Vegas,NV,36.102704,-115.202215,2.5,211,Seafood;,Bars;Restaurants;,,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-4:0,10:0-4:0
xVlj8zOeyGMXpZpdbJj7Rw,Korean Delicious Restaurant,5030 Spring Mountain Rd,Las Vegas,NV,36.126211,-115.209584,3,13,,,Korean;,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0
GRLHdCXzmFCBbvvjRxXnrA,Dinner in the Sky,2800 West Sahara Ave,Las Vegas,NV,36.145296,-115.1794176,3.5,3,,Restaurants;,,None,None,None,None,None,None,None
i0ToFQWsWPzFEC1eAxBh6Q,Dunkin' Donuts,"4503 Paradise Rd, Ste 110",Las Vegas,NV,36.10713099,-115.1521143,2,25,Food;Donuts;,,,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0,4:0-23:0
npHRkHxgKjSGcFBi81EBWA,Red Mango,3528 S Maryland Pkwy,Las Vegas,NV,36.1249276,-115.1354186,3,7,Ice Cream & Frozen Yogurt;Food;,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
GStieDpK7oi2pXggQXi-Kg,Wienerschnitzel,4470 E Charleston,Las Vegas,NV,36.15926408,-115.077969,3,5,Hot Dogs;Sandwiches;Fast Food;,Fast Food;,,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
v9mN4MqQngQZhh25o9Q1rw,Red Mango,"9480 S Eastern Ave, Ste 100",Las Vegas,NV,36.01747832,-115.1177391,4,88,Ice Cream & Frozen Yogurt;,Juice Bars & Smoothies;,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
QS7_BPmaBNvznOMhcVBemg,Silk Road Asian Bistro,3000 Paradise Rd,Las Vegas,NV,36.1362575,-115.1512526,3,35,Ramen;Barbeque;,Ramen;Barbeque;Restaurants;,Chinese;Japanese;,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
zEd3Ex_k3vHiBbBPWRrO7Q,Panda Express,7560 W Lake Mead Blvd,Las Vegas,NV,36.19761517,-115.2601344,2.5,34,Fast Food;,Fast Food;,Chinese;,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:30,10:0-22:30,10:0-21:30
_ek_DoAnoHtpwaBwaIFr4Q,Starbucks,9725 S Maryland Pkwy,Las Vegas,NV,36.0120934,-115.138316,2.5,7,Food;,,,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0
9edPSkfXKsJmkZYIaOmA7Q,Las Vegas South Premium Outlets,7400 Las Vegas Blvd S,Las Vegas,NV,36.05393335,-115.1689283,3.5,393,,Restaurants;,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,8:0-22:0,9:0-20:0
Z2iYtj0ybh_ovOyRD8bjMg,Atomic Liquors,917 Fremont St,Las Vegas,NV,36.1667632,-115.1355286,4.5,293,,Beer Bar;Wine Bars;Bars;Cocktail Bars;,,16:0-2:0,16:0-2:0,16:0-2:0,14:0-3:0,14:0-4:0,12:0-4:0,12:0-2:0
Wlcl0ITWjyhqCiSlPmSAlg,Billy Bob's Steakhouse,5111 Boulder Hwy,Las Vegas,NV,36.1128082,-115.0622887,3,104,,Restaurants;,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-22:0
8EDFBu7VHs5w8k1VyhfQuA,ARCO ampm,6775 N Durango Dr,Las Vegas,NV,36.28425695,-115.2884077,3.5,20,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
F2HKV9oJhnIKQ-M4Gt4Ftg,Voodoo Wing Company,6728 W Cheyenne Ave,Las Vegas,NV,36.2185398,-115.2431106,4,227,Food;Barbeque;Chicken Wings;,Barbeque;,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
uHUcYpGlcdlu5m7oiZGY6w,Max's Restaurant,1290 E Flamingo Rd,Las Vegas,NV,36.114859,-115.136639,3,345,Seafood;,Restaurants;Breakfast & Brunch;,Filipino;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,10:0-21:0
5JjGTaZkHbbjBrzBODcsAQ,Daisho Sushi,7435 S Eastern Ave,Las Vegas,NV,36.055832,-115.120023,4,268,Salad;Sushi Bars;,,Japanese;,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
etzDsNjkCyQBoJcU2a3U-g,Denny's,9320 S Eastern Ave,Las Vegas,NV,36.01982066,-115.118058,3,80,,Diners;Restaurants;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
GT9Hx_Na0vH3Na7ym9dp4A,Shooters Bar & Grill,4465 E Sahara Ave,Las Vegas,NV,36.1439838,-115.0774281,4,15,Pizza;Chicken Wings;,Restaurants;Bars;,American (Traditional);,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,10:0-0:0,10:0-0:0
NeYO4LSHoNqJ8xgizK1r3Q,The Aquatic Club,3325 South Las Vegas Blvd,Las Vegas,NV,36.1242284,-115.1684696,4,6,,Cocktail Bars;Lounges;,,None,None,None,None,11:0-18:0,11:0-18:0,11:0-18:0
vODRdJ1PQNWopKAdRZL2lw,Walgreens,10510 Southern Highlands Pkwy,Las Vegas,NV,35.9980766,-115.2067428,3,22,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
hh-N1r9O1JpvzGw1mp0bKw,Rock'N'oodles,1108 S 3rd St,Las Vegas,NV,36.1584369,-115.1512011,4.5,310,Noodles;Food;Salad;,Local Flavor;,American (New);Italian;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,None
2LZGeJy8qByYKB71ML-jcw,Rock & Rita's,"Circus Circus Hotel and Casino, 2800 Las Vegas Blvd S",Las Vegas,NV,36.13694673,-115.1638136,2.5,94,Barbeque;,Barbeque;,American (Traditional);American (New);,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0
mZI_wVrLOjz4M-QIC9n-jA,PT's,1089 E Tropicana Ave,Las Vegas,NV,36.1008854,-115.1384919,2.5,35,,Bars;Restaurants;,American (New);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
FNe5PPA9pyj8FjcDefCBpg,Weera Thai Restaurant,"3839 W Sahara Ave, Ste 7-9",Las Vegas,NV,36.143956,-115.1930886,4,648,Food;Noodles;Beer;,Restaurants;Bars;Vegetarian;Beer Bar;,Thai;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Xgp67egWT56FmGrULkKOJg,Subway,"6475 N Decatur Blvd, Ste 110",Las Vegas,NV,36.2768676,-115.2078847,2.5,12,Sandwiches;Fast Food;,Fast Food;,,None,None,None,None,None,None,None
z65wZ11iw7Y-WBZ9UDZhnA,Pisa Pizza,"3635 S Las Vegas Blvd, Ste 103",Las Vegas,NV,36.11431308,-115.1724348,4,36,,Restaurants;,,10:0-4:0,10:0-4:0,10:0-4:0,10:0-6:0,10:0-6:0,10:0-6:0,10:0-5:0
